# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 10K of event 'cpu/mem-loads/pp'
# Total weight : 96938
# Sort order   : (null)
#
# Overhead       Samples  Local Weight             Memory access                  Symbol      Shared Object             Data Symbol             Data Object         Snoop              TLB access  Locked
# ........  ............  ............  ........................  ......................  .................  ......................  ......................  ............  ......................  ......
#
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f534a7b68  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f534cc048  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f534f3808  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5351dfb8  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53526440  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53568090  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f5359eff0  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f535dac58  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53607660  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f536162a8  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f5368b0b0  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f536c0870  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f5371f538  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53812498  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53821da0  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53851df8  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53893c40  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5390a6e8  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53926fe0  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f539419c8  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f5396e268  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53994e70  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f539a9998  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f539b6e78  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000088e  a.out              [.] 0x00007f2f53a28c30  anon                    None          L1 or L2 hit            No    
     0.01%             1  8             L1 hit                    [.] 0x000000000000085f  a.out              [.] 0x00007f2f53a2ba98  anon                    None          L1 or L2 hit            No    
